Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.12762046,0.06529595,0.02899664,0.03332788,79423.0,0.00928657,0.11234405,0.14289687,0.11970189
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 138000,0.15457779,0.07910609,0.03282555,0.04264615,25864.0,0.01567484,0.12879267,0.18036291,0.16680999
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,138000 to 228000,0.13830522,0.07465962,0.03474903,0.02889657,24605.0,0.01650959,0.11114694,0.1654635,0.19636482
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 228000,0.09446018,0.04500242,0.02068799,0.02876977,28954.0,0.01665181,0.06706795,0.12185241,0.28998705
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.36414834,0.15867812,0.08552435,0.11994588,186976.0,0.01086028,0.34628317,0.3820135,0.04906013
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 170000,0.39996281,0.16930671,0.09597146,0.13468463,59153.0,0.02159413,0.36444046,0.43548516,0.08881414
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,170000 to 281000,0.36981261,0.16174945,0.08625665,0.12180651,61688.0,0.02167148,0.33416302,0.40546219,0.09639906
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 281000,0.32683148,0.1463068,0.07549709,0.1050276,66135.0,0.01717977,0.29857075,0.35509221,0.08646881
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.67621888,0.28261836,0.16198275,0.23161777,92195.0,0.02288971,0.63856531,0.71387245,0.05568252
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 200000,0.68618554,0.29284934,0.16748915,0.22584705,30193.0,0.04566649,0.61106416,0.76130692,0.10947677
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,200000 to 350000,0.69358579,0.25618748,0.16639551,0.2710028,28889.0,0.05608126,0.60133212,0.78583947,0.13300976
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 350000,0.65197959,0.29634887,0.15311207,0.20251865,33113.0,0.04515958,0.57769207,0.7262671,0.11394147
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.11738649,0.05537099,0.03446844,0.02754707,7224.0,0.03160788,0.06539153,0.16938145,0.44293823
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 163000,0.23899648,0.14612676,0.05809859,0.03477113,2272.0,0.08670911,0.09636,0.38163296,0.59681415
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,163000 to 266000,0.06733584,0.02843998,0.02467587,0.01421999,2391.0,0.02984455,0.01824156,0.11643013,0.72909584
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 266000,0.05622804,0.0,0.0226474,0.03358063,2561.0,0.04848186,-0.02352463,0.1359807,1.418379
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.39226519,0.16631739,0.09335111,0.13259669,5249.0,0.08587246,0.25100499,0.5335254,0.36011404
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 191000,0.70190024,0.29928741,0.16686461,0.23574822,1684.0,0.21467479,0.34876021,1.0550403,0.50311997
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,191000 to 314000,0.34620596,0.13075881,0.12195122,0.09349593,1476.0,0.15191982,0.09629786,0.59611407,0.72184806
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 314000,0.17520345,0.08425084,0.01388224,0.07707037,2089.0,0.07962023,0.04422816,0.30617873,0.74756111
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.03854106,0.0264539,0.00604358,0.00604358,18863.0,0.00992326,0.0222173,0.05486481,0.42354196
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 72000,0.02766393,0.01485656,0.00563525,0.00717213,5856.0,0.01384182,0.00489414,0.05043373,0.82308594
