Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19402144,0.09672099,0.04367417,0.05362628,246782.0,0.00816419,0.18059135,0.20745153,0.06921962
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 89000,0.19913754,0.10480601,0.0439928,0.05033874,81627.0,0.01207257,0.17927816,0.21899692,0.09972697
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,89000 to 159000,0.23665396,0.11304094,0.05718427,0.06642875,82103.0,0.01591386,0.21047567,0.26283225,0.11061845
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 159000,0.14684776,0.07264124,0.0300053,0.04420122,83052.0,0.01185498,0.12734631,0.1663492,0.13280042
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.37622506,0.16372329,0.09417422,0.11832755,1273820.0,0.00416874,0.36936748,0.38308263,0.01822733
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 134000,0.42920686,0.19090483,0.10551137,0.13279067,417936.0,0.0090898,0.41425415,0.44415958,0.03483802
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,134000 to 209000,0.41949229,0.18208556,0.10698597,0.13042077,425009.0,0.00899191,0.4047006,0.43428399,0.03526095
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 209000,0.28215608,0.11924572,0.07054018,0.09237018,430875.0,0.00654264,0.27139343,0.29291873,0.0381443
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.61630341,0.24938278,0.15533834,0.21158229,989511.0,0.00607437,0.60631106,0.62629575,0.01621335
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 220000,0.72532616,0.29508736,0.18311484,0.24712397,316408.0,0.01611566,0.69881589,0.75183643,0.03654944
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,220000 to 371000,0.599794,0.24418999,0.15156907,0.20403493,324268.0,0.01340044,0.57775028,0.62183772,0.03675215
