Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
All Housing Types (Own) 2 BR,    Above Median,295000,1.8074918,0.0123576,0.04910858,0.15241038,0.12100148,0.1406964,0.31499002,0.61852352,0.39840381
All Housing Types (Own) 3 BR,All Housing Types (Own) 3 BR,,2.5165701,0.14624957,0.34401637,0.48079611,0.34818445,0.34717866,0.34989772,0.32956018,0.17068701
All Housing Types (Own) 3 BR,    Below Median,320000,2.5853497,0.16808806,0.38123099,0.56439244,0.36055467,0.35081978,0.32493719,0.27632884,0.15899775
All Housing Types (Own) 3 BR,    Above Median,320000,2.4433258,0.12299352,0.30438609,0.39177344,0.33501126,0.34330118,0.37647846,0.38624683,0.18313503
All Housing Types (Own) 4-5 BR,All Housing Types (Own) 4-5 BR,,3.4179737,0.22170499,0.7565504,0.61038879,0.54377735,0.49985594,0.39397814,0.26931804,0.1224001
All Housing Types (Own) 4-5 BR,    Below Median,400000,3.5751301,0.25882518,0.8008269,0.72454932,0.58543123,0.48280514,0.37226047,0.24151644,0.1089154
All Housing Types (Own) 4-5 BR,    Above Median,400000,3.2517923,0.18245309,0.7097312,0.48967229,0.49973139,0.51788592,0.416943,0.29871621,0.13665919
All Housing Types (Rent) 0-1 BR,All Housing Types (Rent) 0-1 BR,,1.3872069,0.03669318,0.04515821,0.60033451,0.17394272,0.15609107,0.13059358,0.13530396,0.10908967
All Housing Types (Rent) 0-1 BR,    Below Median,121000,1.2919635,0.03735269,0.04094813,0.38477928,0.15060923,0.17211532,0.17790798,0.18663027,0.14162061
All Housing Types (Rent) 0-1 BR,    Above Median,121000,1.4873932,0.03599944,0.04958678,0.82707662,0.19848718,0.13923519,0.08082364,0.08131391,0.07487043
All Housing Types (Rent) 2 BR,All Housing Types (Rent) 2 BR,,2.2271654,0.14691676,0.33076307,0.7398904,0.29651931,0.2452728,0.20325327,0.16084386,0.10370595
All Housing Types (Rent) 2 BR,    Below Median,143000,2.2774723,0.1817596,0.37339978,0.72269954,0.25354412,0.23850846,0.21045622,0.17763554,0.11946903
All Housing Types (Rent) 2 BR,    Above Median,143000,2.176008,0.11148486,0.28740553,0.75737189,0.34022105,0.2521515,0.19592853,0.14376829,0.08767638
All Housing Types (Rent) 3 BR,All Housing Types (Rent) 3 BR,,3.1346127,0.25852233,0.71483804,0.89966524,0.50754397,0.36140318,0.21483804,0.11122637,0.06657551
All Housing Types (Rent) 3 BR,    Below Median,171000,3.135945,0.26113786,0.73432752,0.90725071,0.45930532,0.37403581,0.21826937,0.11158899,0.07002945
All Housing Types (Rent) 3 BR,    Above Median,171000,3.1332572,0.25586151,0.69501118,0.89194845,0.55661768,0.34855186,0.21134732,0.11085747,0.06306178
All Housing Types (Rent) 4-5 BR,All Housing Types (Rent) 4-5 BR,,4.0348321,0.29926643,1.1325914,1.0608314,0.59488996,0.46584161,0.26378562,0.15529717,0.06232846
All Housing Types (Rent) 4-5 BR,    Below Median,203000,3.9347484,0.29333726,1.1034788,1.1354167,0.59846698,0.38286164,0.23260613,0.13138758,0.0571934
All Housing Types (Rent) 4-5 BR,    Above Median,203000,4.1380919,0.30538376,1.162628,0.98387914,0.59119943,0.55145493,0.29595458,0.17996553,0.06762648
