Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.19874328,0.10134783,0.04319331,0.05420214,159145.0,0.0089657,0.1839947,0.21349187,0.0742092
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 177000,0.26033232,0.13833992,0.05322537,0.06876703,52118.0,0.01892809,0.22919562,0.29146902,0.11960367
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,177000 to 340000,0.19464766,0.09290429,0.04923551,0.05250785,53173.0,0.01636979,0.16771936,0.22157596,0.13834384
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 340000,0.14318342,0.07388495,0.02751885,0.04177963,53854.0,0.01151622,0.12423924,0.1621276,0.13230707
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.3995293,0.18333861,0.09227658,0.12391411,555764.0,0.00645205,0.38891567,0.41014292,0.02656532
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 270000,0.49710764,0.22530938,0.11054307,0.16125519,179957.0,0.01428206,0.47361366,0.52060163,0.04726137
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,270000 to 419000,0.35879251,0.16296004,0.08656626,0.10926622,184714.0,0.01256362,0.33812535,0.37945967,0.05760198
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 419000,0.34701428,0.16351201,0.08059427,0.10290801,191093.0,0.00998733,0.33058512,0.36344344,0.04734435
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.7085998,0.29120035,0.17628594,0.24111352,290216.0,0.01314477,0.68697665,0.73022295,0.03051532
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 378000,0.75048934,0.32029143,0.1857438,0.24445411,91960.0,0.02859102,0.70345711,0.79752158,0.06266876
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,378000 to 561000,0.66995229,0.27623592,0.16475485,0.22896153,98510.0,0.0230464,0.63204096,0.70786362,0.0565881
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 561000,0.7081487,0.27915906,0.17895454,0.25003509,99746.0,0.02184041,0.67222122,0.74407618,0.05073437
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.25598578,0.12735404,0.05433031,0.07430143,36002.0,0.02235216,0.21921647,0.29275509,0.1436381
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 142000,0.3541311,0.18248549,0.07400137,0.09764425,11716.0,0.04460518,0.28075558,0.42750663,0.20719877
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,142000 to 244000,0.32368355,0.14042093,0.07436985,0.10889277,12021.0,0.05174045,0.23857052,0.40879659,0.26295138
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 244000,0.09588259,0.06188341,0.0158989,0.01810029,12265.0,0.02033482,0.06243181,0.12933337,0.34887228
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.56953986,0.24845043,0.14912522,0.17196421,32751.0,0.04281554,0.49910829,0.63997143,0.12366399
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 194000,0.87346825,0.38070925,0.26243966,0.23031935,10772.0,0.09814342,0.71202232,1.0349142,0.1848332
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,194000 to 324000,0.47211062,0.21975147,0.07997758,0.17238158,10703.0,0.06358827,0.36750792,0.57671333,0.22156398
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 324000,0.37167435,0.14934374,0.1065094,0.11582121,11276.0,0.05650324,0.27872652,0.46462219,0.25007869
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.05800404,0.02918581,0.01337989,0.01543834,27205.0,0.01274595,0.03703696,0.07897113,0.36147629
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 85000,0.0375982,0.02547699,0.00415264,0.00796857,8910.0,0.0130098,0.01619709,0.05899932,0.56920587
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,85000 to 127000,0.08438865,0.03318777,0.0279476,0.02325328,9160.0,0.02560919,0.04226153,0.12651577,0.49920365
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 127000,0.05145047,0.02879037,0.0077723,0.01488779,9135.0,0.01944083,0.0194703,0.08343063,0.621572
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.33127673,0.17962474,0.07159357,0.08005842,67101.0,0.01920563,0.29968347,0.36287,0.0953682
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 114000,0.34662563,0.18861178,0.07029376,0.08772009,22093.0,0.03431629,0.29017534,0.40307592,0.16285666
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,114000 to 154000,0.3981498,0.22829568,0.09041985,0.07943426,22484.0,0.03589663,0.33909984,0.45719975,0.1483109
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 154000,0.24946723,0.12222518,0.05407565,0.0731664,22524.0,0.03158268,0.19751373,0.30142074,0.20825784
"2-4 Units (Own/Rent), 3 BR",All Values,,0.84443673,0.38555401,0.19043488,0.26844784,17292.0,0.0775042,0.71694232,0.97193115,0.15098161
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 138000,1.1246228,0.54447009,0.22829753,0.35185514,5633.0,0.15765061,0.86528751,1.383958,0.23059755
"2-4 Units (Own/Rent), 3 BR",Second Tercile,138000 to 201000,0.9863451,0.48448306,0.21759177,0.28427026,5639.0,0.20357733,0.65146039,1.3212298,0.33952083
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 201000,0.44933555,0.14418605,0.12956811,0.1755814,6020.0,0.0898186,0.30158395,0.59708714,0.32882241
"5-49 Units (Own), 0-1 BR",All Values,,0.01701675,0.01701675,0.0,0.0,3761.0,0.01434827,-0.00658615,0.04061965,1.3870394
"5-49 Units (Own), 0-1 BR",First Tercile,Below 189000,0.0,0.0,0.0,0.0,1106.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",Second Tercile,189000 to 332000,0.05498282,0.05498282,0.0,0.0,1164.0,0.04699204,-0.02231908,0.13228472,1.4059283
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 332000,0.0,0.0,0.0,0.0,1491.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.04954291,0.01209083,0.01975818,0.0176939,6782.0,0.01580112,0.02355007,0.07553575,0.5246531
