Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.17300135,0.08016741,0.04088627,0.05194766,234871.0,0.00636584,0.16252954,0.18347316,0.06053025
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 108000,0.20542159,0.08874866,0.05413811,0.06253482,77173.0,0.01382443,0.1826804,0.22816277,0.11070494
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,108000 to 178000,0.18675684,0.0923285,0.03899517,0.05543317,77625.0,0.01300246,0.1653678,0.20814589,0.11452886
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 178000,0.12842032,0.06010765,0.02994767,0.03836499,80073.0,0.00874913,0.114028,0.14281263,0.11207195
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.4025095,0.18157234,0.09408207,0.12685509,844231.0,0.00510816,0.39410658,0.41091243,0.02087634
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 158000,0.45286283,0.20312818,0.10841039,0.14132426,275112.0,0.01170378,0.43361011,0.47211556,0.04251337
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,158000 to 254000,0.38884281,0.18174507,0.09062838,0.11646937,278511.0,0.01093883,0.37084844,0.40683718,0.04627672
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 254000,0.36793894,0.16100039,0.0838277,0.12311086,290608.0,0.00993982,0.35158793,0.38428995,0.04443947
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.77541666,0.32328125,0.18667333,0.26546208,456423.0,0.01203164,0.75562461,0.79520872,0.02552441
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 199000,0.76457827,0.31806886,0.18862754,0.25788187,148886.0,0.02417513,0.72481017,0.80434636,0.05201311
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,199000 to 339000,0.75668678,0.30944948,0.18281361,0.26442369,148315.0,0.02283441,0.71912417,0.79424939,0.04964089
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 339000,0.80299833,0.34103955,0.1884413,0.27351748,159222.0,0.02109562,0.76829603,0.83770063,0.0432159
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.17296912,0.09235269,0.03730854,0.0433079,53339.0,0.01666174,0.14556055,0.20037769,0.15845931
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 117000,0.29411431,0.18207617,0.05709745,0.05494069,17619.0,0.04023988,0.2279197,0.36030892,0.22506422
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,117000 to 182000,0.18930431,0.08495031,0.03880738,0.06554662,16904.0,0.02958529,0.1406365,0.23797211,0.25708767
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 182000,0.04485544,0.01498724,0.01743197,0.01243622,18816.0,0.01106132,0.02665957,0.06305131,0.40565585
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.67534975,0.30679949,0.17498034,0.19356991,41959.0,0.04870909,0.59522329,0.7554762,0.11864439
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 135000,0.93637429,0.45504466,0.2269732,0.25435642,13658.0,0.11417518,0.74855611,1.1241925,0.20058023
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,135000 to 200000,0.69520548,0.34546233,0.16081621,0.18892694,14016.0,0.0778357,0.56716576,0.8232452,0.18417536
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 200000,0.40630032,0.12712636,0.13916696,0.140007,14285.0,0.07439234,0.28392491,0.52867572,0.30119446
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.07022299,0.03792041,0.01436491,0.01793766,40585.0,0.01111399,0.05194048,0.0885055,0.26034932
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 69000,0.0553806,0.03917352,0.01474768,0.00145941,13019.0,0.0142244,0.03198145,0.07877974,0.42251518
