Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.9516931,0.0527928,0.10456455,0.19200576,0.11557839,0.1549805,0.29924845,0.63205731,0.40046533,59743.0,0.05816742,1.8560077,2.0473785,0.04902687
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,265001,1.9862838,0.08861259,0.15202947,0.30504572,0.16278534,0.19350701,0.26712058,0.46217354,0.35500954,30402.0,0.09333783,1.8327431,2.1398245,0.0773005
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,265000,1.9158515,0.01567772,0.05538325,0.07487816,0.06666439,0.11506084,0.33253809,0.80808425,0.44756484,29341.0,0.0868699,1.7729505,2.0587525,0.07458876
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6237248,0.16780554,0.44225273,0.52476208,0.35963989,0.32661545,0.32292942,0.32551999,0.15419969,280247.0,0.04188025,2.5548318,2.6926178,0.02625771
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,250000,2.7982315,0.205088,0.5608738,0.67834138,0.40180665,0.32438483,0.26572167,0.22765347,0.13436167,141588.0,0.06342015,2.6939053,2.9025576,0.03728289
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,250000,2.4455318,0.12973554,0.32112593,0.36793861,0.31658241,0.32889318,0.3813456,0.42545381,0.17445676,138659.0,0.06144265,2.3444587,2.546605,0.04132972
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.5701258,0.25282699,0.94361077,0.65129171,0.58012754,0.51014705,0.33142241,0.21307227,0.08762708,285551.0,0.05280695,3.4832584,3.6569933,0.02433176
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,325000,3.7509967,0.29381925,1.0131148,0.83330126,0.60111078,0.46437409,0.28281461,0.18802068,0.07444118,145484.0,0.09251077,3.5988164,3.9031769,0.04057061
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,325000,3.3822599,0.21024938,0.87141868,0.46224307,0.5583328,0.55769025,0.38191009,0.23909272,0.10132294,140067.0,0.06681656,3.2723467,3.4921732,0.03249698
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.7224308,0.05272435,0.08697985,0.4896927,0.15909265,0.16361407,0.18675761,0.29052035,0.29304928,13049.0,0.13398237,1.5020298,1.9428318,0.12795927
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,220000,1.8410714,0.09464286,0.14449405,0.71026786,0.17157738,0.20535714,0.13229167,0.20297619,0.17946429,6720.0,0.22068644,1.4780422,2.2041006,0.19718365
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,220000,1.5964607,0.00821615,0.02591247,0.2554906,0.14583663,0.11929215,0.2445884,0.3834729,0.41365145,6329.0,0.17188421,1.3137112,1.8792103,0.17711023
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.4258312,0.16472187,0.34462916,0.81130115,0.31865409,0.25719309,0.2441656,0.14913683,0.13602941,12512.0,0.17195254,2.1429693,2.7086931,0.11660413
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,220000,2.618726,0.24313124,0.4342287,1.0879509,0.34827322,0.19708365,0.14382195,0.05679202,0.10744436,6515.0,0.26962441,2.1751939,3.0622582,0.16936944
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,220000,2.2162748,0.07953977,0.24729031,0.51075538,0.28647657,0.32249458,0.35317659,0.24945806,0.16708354,5997.0,0.2381678,1.8244888,2.6080608,0.17677683
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.5372493,0.0747851,0.1,0.60071633,0.19140401,0.16762178,0.16031519,0.13352436,0.10888252,6980.0,0.19281538,1.220068,1.8544306,0.20633042
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,112000,1.5780427,0.09121153,0.11560854,0.47296923,0.23620737,0.14693651,0.2134738,0.13778764,0.16384807,3607.0,0.2851171,1.1090251,2.0470603,0.29721479
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,112000,1.4936259,0.05721909,0.08330863,0.73732582,0.14349244,0.18974207,0.10346872,0.12896531,0.05010377,3373.0,0.22531278,1.1229863,1.8642654,0.2481475
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.3710016,0.20654281,0.38392569,0.86510501,0.34450727,0.23037157,0.17116317,0.09038772,0.07899838,12380.0,0.20197847,2.038747,2.7032562,0.14013258
