Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 128000,0.04888666,0.02608453,0.00938847,0.01341366
All Housing Types (Rent) 2 BR,All Values,,0.35554322,0.18327782,0.08212893,0.09013647
All Housing Types (Rent) 2 BR,First Tercile,Below 102000,0.31317061,0.16741697,0.07051151,0.07524213
All Housing Types (Rent) 2 BR,Second Tercile,102000 to 145000,0.45220802,0.22663083,0.11302274,0.11255445
All Housing Types (Rent) 2 BR,Third Tercile ,Above 145000,0.30033229,0.15542905,0.06259285,0.0823104
All Housing Types (Rent) 3 BR,All Values,,0.85689197,0.39250484,0.20804629,0.25634084
All Housing Types (Rent) 3 BR,First Tercile,Below 118000,0.80978277,0.38635272,0.1942248,0.22920525
All Housing Types (Rent) 3 BR,Second Tercile,118000 to 173000,0.97508631,0.44159005,0.23540479,0.29809147
All Housing Types (Rent) 3 BR,Third Tercile ,Above 173000,0.78594022,0.34987934,0.1944853,0.24157557
All Housing Types (Rent) 4-5 BR,All Values,,1.2764181,0.5630146,0.31018287,0.40322067
All Housing Types (Rent) 4-5 BR,First Tercile,Below 129000,1.1566423,0.55916641,0.26551807,0.33195777
All Housing Types (Rent) 4-5 BR,Second Tercile,129000 to 201000,1.4137908,0.58512121,0.36720955,0.46146
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 201000,1.2574893,0.54473202,0.29733034,0.41542694
