Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.9738176,0.03378378,0.13513514,0.30278716,0.20608108,0.17778716,0.54476351,0.40287162,0.17060811
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,300000,1.8770865,0.03793627,0.06980273,0.46585736,0.22534143,0.17754173,0.42336874,0.34294385,0.13429439
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,300000,2.0952381,0.02857143,0.21714286,0.09809524,0.18190476,0.17809524,0.69714286,0.47809524,0.21619048
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6074813,0.16976309,0.46957606,0.41066085,0.35218204,0.35193267,0.38142145,0.36278055,0.10916459
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,290000,2.6467656,0.19070253,0.53802458,0.477278,0.34732205,0.34233712,0.34048226,0.29434268,0.11627637
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,290000,2.561775,0.14540059,0.38993796,0.33315349,0.35783653,0.36309684,0.42905314,0.44240626,0.10089021
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.3921707,0.25975127,0.93449689,0.54903901,0.56861221,0.46537592,0.34998587,0.1969333,0.06797626
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,365000,3.6538668,0.35606874,1.0790816,0.67226101,0.57653061,0.45072503,0.32384533,0.14366273,0.05169173
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,365000,3.101432,0.15274463,0.77386635,0.412142,0.55981504,0.48165274,0.37902745,0.25611575,0.08606802
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.697894,0.06826434,0.13580247,0.44299201,0.27305737,0.1546841,0.20261438,0.13652869,0.28395062
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,181000,1.7961926,0.08286674,0.20940649,0.51287794,0.3549832,0.21388578,0.1668533,0.07950728,0.17581187
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,181000,1.5165289,0.04132231,0.0,0.31404959,0.12190083,0.04545455,0.26859504,0.24173554,0.48347107
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.7450015,0.37311596,0.50353737,0.80436789,0.368502,0.21285758,0.25745924,0.12765303,0.09750846
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,195000,3.1271516,0.54691838,0.61465852,1.0233204,0.53192671,0.09827873,0.22987229,0.06329817,0.0188784
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,195000,2.2703448,0.15724138,0.36551724,0.53241379,0.16551724,0.35517241,0.29172414,0.20758621,0.19517241
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,2.1818182,0.24242424,0.64393939,1.0492424,0.17424242,0.0,0.0,0.03409091,0.03787879
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,88000,2.3928571,0.28571429,0.75892857,1.2366071,0.07142857,0.0,0.0,0.04017857,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,88000,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25
"2-4 Units  (Own/Rent), 2 BR",All Values,,1.7494867,0.08726899,0.00821355,0.75770021,0.18480493,0.08008214,0.39425051,0.14168378,0.09548255
"2-4 Units  (Own/Rent), 2 BR",    Below Median,95000,1.4931973,0.08673469,0.01360544,0.59183673,0.1037415,0.03911565,0.33333333,0.16666667,0.15816327
"2-4 Units  (Own/Rent), 2 BR",    Above Median,95000,2.1398964,0.0880829,0.0,1.0103627,0.30829016,0.14248705,0.48704663,0.10362694,0.0
"2-4 Units (Own/Rent), 3 BR",All Values,,3.2816327,0.13061224,0.90612245,1.6428571,0.2755102,0.1755102,0.04897959,0.10204082,0.0
"2-4 Units (Own/Rent), 3 BR",    Below Median,130000,3.8162651,0.14156627,1.3373494,1.5993976,0.39156627,0.25903614,0.07228916,0.01506024,0.0
"2-4 Units (Own/Rent), 3 BR",    Above Median,130000,2.1582278,0.10759494,0.0,1.7341772,0.03164557,0.0,0.0,0.28481013,0.0
"5-49 Units (Own), 0-1 BR",All Values,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"5-49 Units (Own), 0-1 BR",    Below Median,158000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"5-49 Units (Rent), 0-1 BR",All Values,,1.2429654,0.02651515,0.0,0.51298701,0.120671,0.1461039,0.10606061,0.14502165,0.18560606
"5-49 Units (Rent), 0-1 BR",    Below Median,73000,1.2513034,0.01564129,0.0,0.26590198,0.11783107,0.11991658,0.16266945,0.22940563,0.33993743
"5-49 Units (Rent), 0-1 BR",    Above Median,73000,1.2339708,0.03824522,0.0,0.77952756,0.12373453,0.17435321,0.04499438,0.05399325,0.01912261
"5-49 Units (Rent), 2 BR",All Values,,2.2901423,0.24796748,0.3445122,1.0619919,0.23119919,0.11229675,0.0523374,0.08180894,0.15802846
"5-49 Units (Rent), 2 BR",    Below Median,100000,1.8927365,0.19763514,0.24746622,0.85135135,0.14695946,0.02871622,0.03631757,0.12162162,0.26266892
"5-49 Units (Rent), 2 BR",    Above Median,100000,2.8903061,0.32397959,0.49107143,1.380102,0.35841837,0.23852041,0.07653061,0.02168367,0.0
"5-49 Units (Rent), 3 BR",All Values,,2.8685524,0.25956739,0.5374376,1.1613977,0.13976705,0.48918469,0.12479201,0.11480865,0.04159734
"5-49 Units (Rent), 3 BR",    Below Median,101000,2.65625,0.21614583,0.48958333,1.2213542,0.125,0.1640625,0.1953125,0.1796875,0.06510417
"5-49 Units (Rent), 3 BR",    Above Median,101000,3.2442396,0.33640553,0.62211982,1.0552995,0.16589862,1.0645161,0.0,0.0,0.0
"50+ Units (Own), 0-1 BR",All Values,,1.0294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0294118
"50+ Units (Own), 0-1 BR",    Below Median,180000,1.0294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0294118
"50+ Units (Rent), 0-1 BR",All Values,,1.2070313,0.0,0.0,0.3515625,0.0,0.0,0.0,0.13671875,0.71875
"50+ Units (Rent), 0-1 BR",    Below Median,88000,1.265,0.0,0.0,0.45,0.0,0.0,0.0,0.175,0.64
"50+ Units (Rent), 0-1 BR",    Above Median,88000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"50+ Units (Rent), 2 BR",All Values,,1.865,0.7675,0.0525,0.525,0.0,0.0425,0.1025,0.0625,0.3125
"50+ Units (Rent), 2 BR",    Below Median,58000,1.9605634,0.86478873,0.05915493,0.53239437,0.0,0.04788732,0.05633803,0.07042254,0.32957746
"50+ Units (Rent), 2 BR",    Above Median,58000,1.1111111,0.0,0.0,0.46666667,0.0,0.0,0.46666667,0.0,0.17777778
"50+ Units (Rent), 3 BR",All Values,,2.3285714,0.31428571,0.31428571,1.4285714,0.0,0.15714286,0.11428571,0.0,0.0
"50+ Units (Rent), 3 BR",    Below Median,96000,2.0483871,0.25806452,0.35483871,1.2580645,0.0,0.17741935,0.0,0.0,0.0
"50+ Units (Rent), 3 BR",    Above Median,96000,4.5,0.75,0.0,2.75,0.0,0.0,1.0,0.0,0.0
All Housing Types (Own) 0-1 BR,All Values,,1.4401773,0.01181684,0.05317578,0.22747415,0.12998523,0.05317578,0.31905465,0.39586411,0.24963072
All Housing Types (Own) 0-1 BR,    Below Median,155000,1.4020619,0.0,0.00515464,0.18298969,0.07731959,0.09278351,0.31958763,0.39175258,0.33247423
All Housing Types (Own) 0-1 BR,    Above Median,155000,1.4913495,0.02768166,0.11764706,0.28719723,0.20069204,0.0,0.3183391,0.40138408,0.1384083
All Housing Types (Own) 2 BR,All Values,,1.8068255,0.04797167,0.1030264,0.26883451,0.21120412,0.16097875,0.45782357,0.35061172,0.20637476
All Housing Types (Own) 2 BR,    Below Median,280000,1.670354,0.06581858,0.05088496,0.37002212,0.21681416,0.15265487,0.32079646,0.2914823,0.20188053
All Housing Types (Own) 2 BR,    Above Median,280000,1.9969183,0.02311248,0.17565485,0.12788906,0.20338983,0.17257319,0.64869029,0.43297381,0.21263482
All Housing Types (Own) 3 BR,All Values,,2.5382575,0.19179551,0.42348493,0.44221871,0.30256179,0.34290712,0.37405485,0.3478727,0.11336192
All Housing Types (Own) 3 BR,    Below Median,275000,2.5555311,0.23466022,0.46668133,0.5170442,0.29162085,0.33549593,0.34121399,0.26621949,0.10259512
All Housing Types (Own) 3 BR,    Above Median,275000,2.520051,0.14661567,0.37795549,0.36335188,0.31409365,0.35071859,0.40866945,0.43393602,0.12471025
All Housing Types (Own) 4-5 BR,All Values,,3.331546,0.24770195,0.89791086,0.52841226,0.56406685,0.46302228,0.3514624,0.20355153,0.07541783
All Housing Types (Own) 4-5 BR,    Below Median,365000,3.5492773,0.3346912,1.0197109,0.63442838,0.56360053,0.45072273,0.32641261,0.16070959,0.05900131
All Housing Types (Own) 4-5 BR,    Above Median,365000,3.0860741,0.14962963,0.76059259,0.40888889,0.56459259,0.47688889,0.3797037,0.25185185,0.09392593
All Housing Types (Rent) 0-1 BR,All Values,,1.3887649,0.046875,0.07477679,0.56473214,0.19419643,0.10453869,0.07514881,0.11607143,0.2124256
All Housing Types (Rent) 0-1 BR,    Below Median,77000,1.3319815,0.04577057,0.11008111,0.55388181,0.0834299,0.07300116,0.103708,0.15005794,0.21205098
All Housing Types (Rent) 0-1 BR,    Above Median,77000,1.4906445,0.04885655,0.01143451,0.58419958,0.39293139,0.16112266,0.02390852,0.05509356,0.21309771
All Housing Types (Rent) 2 BR,All Values,,2.0992213,0.22732982,0.22456669,0.88671188,0.21175584,0.11303693,0.16955539,0.09469982,0.17156493
All Housing Types (Rent) 2 BR,    Below Median,99000,1.7826087,0.27977316,0.18620038,0.6110586,0.16446125,0.03827977,0.1294896,0.12712665,0.24621928
All Housing Types (Rent) 2 BR,    Above Median,99000,2.458445,0.16782842,0.26809651,1.1994638,0.26541555,0.19785523,0.2150134,0.05790885,0.08686327
All Housing Types (Rent) 3 BR,All Values,,3.3919414,0.28534799,0.8985348,1.0871795,0.62417582,0.23846154,0.15860806,0.06886447,0.03076923
All Housing Types (Rent) 3 BR,    Below Median,132000,3.0697085,0.25411914,0.61470215,1.3111534,0.41825095,0.21673004,0.11977186,0.09632446,0.03865653
All Housing Types (Rent) 3 BR,    Above Median,132000,3.8333333,0.328125,1.2873264,0.78038194,0.90625,0.26822917,0.21180556,0.03125,0.01996528
All Housing Types (Rent) 4-5 BR,All Values,,4.0204604,0.43606138,0.82736573,2.1265985,0.45268542,0.10613811,0.02429668,0.04731458,0.0
All Housing Types (Rent) 4-5 BR,    Below Median,110000,4.0964083,0.31379962,0.83553875,2.5066163,0.40831758,0.03213611,0.0,0.0,0.0
All Housing Types (Rent) 4-5 BR,    Above Median,110000,3.8616601,0.6916996,0.81027668,1.3320158,0.54545455,0.26086957,0.07509881,0.14624506,0.0
