Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12)
All Housing Types (Own) 3 BR,All Values,,0.38720379,0.21421801,0.04028436,0.13270142
All Housing Types (Own) 3 BR,    Below Median,575000,0.44671403,0.19804618,0.05817052,0.19049734
All Housing Types (Own) 3 BR,    Above Median,575000,0.31910569,0.23272358,0.01981707,0.06656504
All Housing Types (Own) 4-5 BR,All Values,,0.53013994,0.35360603,0.0861141,0.09041981
All Housing Types (Own) 4-5 BR,    Below Median,590000,0.5919153,0.39942252,0.09528393,0.09720885
All Housing Types (Own) 4-5 BR,    Above Median,590000,0.45177045,0.2954823,0.07448107,0.08180708
All Housing Types (Rent) 0-1 BR,All Values,,0.01116724,0.00983781,0.0,0.00132943
All Housing Types (Rent) 0-1 BR,    Below Median,227000,0.02087746,0.01959153,0.0,0.00128593
All Housing Types (Rent) 0-1 BR,    Above Median,227000,0.00137331,0.0,0.0,0.00137331
All Housing Types (Rent) 2 BR,All Values,,0.17745506,0.11281325,0.02532542,0.03931639
All Housing Types (Rent) 2 BR,    Below Median,287000,0.31682485,0.20500431,0.04158758,0.07023296
All Housing Types (Rent) 2 BR,    Above Median,287000,0.03055657,0.01564205,0.00818479,0.00672972
All Housing Types (Rent) 3 BR,All Values,,0.58432776,0.31463803,0.14200477,0.12768496
All Housing Types (Rent) 3 BR,    Below Median,234000,0.64275956,0.36407104,0.12090164,0.15778689
All Housing Types (Rent) 3 BR,    Above Median,234000,0.50285714,0.24571429,0.17142857,0.08571429
All Housing Types (Rent) 4-5 BR,All Values,,1.3169572,0.65451664,0.27892235,0.38351823
All Housing Types (Rent) 4-5 BR,    Below Median,242000,1.5663265,0.74489796,0.41581633,0.40561224
All Housing Types (Rent) 4-5 BR,    Above Median,242000,0.90794979,0.50627615,0.05439331,0.34728033
