Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
All Housing Types (Own) 2 BR,All Values,,0.13339037,0.06083563,0.03077344,0.04178131," 395,081 ",0.005,0.126,0.141,6%
All Housing Types (Own) 2 BR,First Tercile,Below 210000,0.1155248,0.05003709,0.02729663,0.03819108," 124,008 ",0.008,0.103,0.128,11%
All Housing Types (Own) 2 BR,Second Tercile,210000 to 340000,0.14042101,0.06278472,0.0318892,0.04574709," 130,828 ",0.011,0.123,0.158,13%
All Housing Types (Own) 2 BR,Third Tercile ,Above 340000,0.14262897,0.06856572,0.03280687,0.04125637," 140,245 ",0.008,0.129,0.156,9%
All Housing Types (Own) 3 BR,All Values,,0.34244656,0.14635758,0.08115744,0.11493155," 865,811 ",0.005,0.335,0.350,2%
All Housing Types (Own) 3 BR,First Tercile,Below 267000,0.33113237,0.14436065,0.07673629,0.11003542," 284,572 ",0.008,0.317,0.345,4%
All Housing Types (Own) 3 BR,Second Tercile,267000 to 410000,0.33667402,0.14314728,0.08020525,0.11332149," 278,685 ",0.009,0.322,0.352,4%
All Housing Types (Own) 3 BR,Third Tercile ,Above 410000,0.35840544,0.15119284,0.08619288,0.12101972," 302,554 ",0.007,0.346,0.371,3%
All Housing Types (Own) 4-5 BR,All Values,,0.55108308,0.2192341,0.13532846,0.19652052," 778,565 ",0.006,0.541,0.561,2%
All Housing Types (Own) 4-5 BR,First Tercile,Below 378000,0.50604189,0.20257109,0.12490876,0.17856204," 239,743 ",0.013,0.485,0.528,4%
All Housing Types (Own) 4-5 BR,Second Tercile,378000 to 600000,0.53660927,0.20734281,0.13072336,0.19854311," 267,282 ",0.011,0.519,0.554,3%
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 600000,0.60509685,0.24565073,0.14906091,0.21038521," 271,540 ",0.012,0.585,0.625,3%
All Housing Types (Rent) 0-1 BR,All Values,,0.09064887,0.04981605,0.02021743,0.02061539," 482,455 ",0.003,0.085,0.096,6%
All Housing Types (Rent) 0-1 BR,First Tercile,Below 113000,0.05493776,0.03106607,0.01241631,0.01145538," 158,179 ",0.005,0.046,0.064,16%
All Housing Types (Rent) 0-1 BR,Second Tercile,113000 to 157000,0.12082292,0.06890101,0.02896722,0.02295469," 162,494 ",0.007,0.110,0.132,9%
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 157000,0.09525782,0.04897949,0.01905651,0.02722182," 161,782 ",0.006,0.086,0.104,10%
All Housing Types (Rent) 2 BR,All Values,,0.42670463,0.21486135,0.09786385,0.11397943," 434,052 ",0.009,0.412,0.442,3%
All Housing Types (Rent) 2 BR,First Tercile,Below 145000,0.42305053,0.21246009,0.09259285,0.11799759," 142,808 ",0.016,0.396,0.450,6%
All Housing Types (Rent) 2 BR,Second Tercile,145000 to 194000,0.51009679,0.25654612,0.11939981,0.13415086," 145,888 ",0.018,0.481,0.540,6%
All Housing Types (Rent) 2 BR,Third Tercile ,Above 194000,0.34659732,0.1753832,0.08142767,0.08978646," 145,356 ",0.015,0.322,0.371,7%
All Housing Types (Rent) 3 BR,All Values,,0.80152703,0.34885773,0.20632985,0.24633946," 216,498 ",0.021,0.768,0.835,4%
All Housing Types (Rent) 3 BR,First Tercile,Below 166000,0.83366957,0.35006983,0.21393,0.26966974," 70,883 ",0.036,0.774,0.893,7%
All Housing Types (Rent) 3 BR,Second Tercile,166000 to 220000,0.87736962,0.38096349,0.23572741,0.26067872," 72,902 ",0.038,0.815,0.940,7%
All Housing Types (Rent) 3 BR,Third Tercile ,Above 220000,0.69415373,0.31548691,0.169447,0.20921981," 72,713 ",0.033,0.640,0.748,8%
All Housing Types (Rent) 4-5 BR,All Values,,0.99720749,0.43336667,0.26419366,0.29964716," 52,999 ",0.050,0.915,1.079,8%
All Housing Types (Rent) 4-5 BR,First Tercile,Below 193000,0.90573087,0.42237167,0.21929068,0.26406852," 17,397 ",0.080,0.775,1.037,14%
All Housing Types (Rent) 4-5 BR,Second Tercile,193000 to 265000,1.165757,0.50756766,0.28402633,0.37416306," 17,773 ",0.112,0.982,1.350,16%
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 265000,0.91844747,0.37012732,0.28823826,0.26008189," 17,829 ",0.074,0.797,1.040,13%
