Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12)
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.24564343,0.12030831,0.03284182,0.0924933
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,130000,0.26792699,0.12711864,0.02249022,0.11831812
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,130000,0.22206897,0.11310345,0.0437931,0.06517241
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.44492165,0.20524233,0.10721537,0.13246395
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,200000,0.43747552,0.20754994,0.09596553,0.13396005
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,200000,0.45337335,0.2026231,0.11998444,0.13076581
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.97520209,0.40926309,0.24563596,0.32030304
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,280000,1.0404003,0.48121873,0.23284295,0.32633859
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,280000,0.90373281,0.33038638,0.25965946,0.31368697
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.09754877,0.06203102,0.0,0.03551776
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,150000,0.0696143,0.03762935,0.0,0.03198495
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,150000,0.1292735,0.08974359,0.0,0.03952991
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.3836535,0.22236318,0.06669083,0.09459949
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,175000,0.37984981,0.2428035,0.06758448,0.06946183
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,175000,0.38888889,0.19422911,0.06546081,0.12919897
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.05458515,0.05458515,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,78000,0.0,0.0,0.0,0.0
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,78000,0.16611296,0.16611296,0.0,0.0
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.28717201,0.15694849,0.04033042,0.0898931
"2-4 Units  (Own/Rent), 2 BR",    Below Median,88000,0.25631769,0.13898917,0.03610108,0.08122744
