Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.14747348,0.05863016,0.03383943,0.0550039,59014.0,0.0101735,0.13073807,0.1642089,0.11348084
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 190000,0.19235327,0.07353017,0.05848405,0.06033905,19407.0,0.02395958,0.15293977,0.23176678,0.20490166
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,190000 to 288000,0.1528566,0.07015837,0.02745798,0.05524026,18501.0,0.01799129,0.12326092,0.18245228,0.19361728
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 288000,0.10148773,0.03482422,0.01677248,0.04989103,21106.0,0.01341745,0.07941603,0.12355943,0.21748146
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.4083969,0.1763757,0.09903329,0.13298791,166752.0,0.01064594,0.39088432,0.42590948,0.04288127
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 254000,0.43322422,0.18622186,0.10462336,0.14237899,54376.0,0.02189447,0.39720781,0.46924062,0.08313572
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,254000 to 361000,0.41779084,0.17321452,0.10244424,0.14213208,52409.0,0.02220626,0.38126154,0.45432013,0.0874344
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 361000,0.37767439,0.17021028,0.09098337,0.11648073,59967.0,0.01879301,0.34675988,0.40858889,0.08185491
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.67451607,0.27906381,0.15982662,0.23562565,97587.0,0.02293221,0.63679259,0.71223956,0.05592674
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 312000,0.67169132,0.26343067,0.17273417,0.23552648,31644.0,0.04258796,0.60163412,0.74174852,0.1042997
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,312000 to 469000,0.6471642,0.28716285,0.14273643,0.21726492,29586.0,0.04398216,0.57481355,0.71951485,0.11179643
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 469000,0.69923261,0.28607971,0.16249966,0.25065324,36357.0,0.03901339,0.63505558,0.76340964,0.09178209
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.1776565,0.10561798,0.02619583,0.0458427,15575.0,0.02393531,0.13828292,0.21703008,0.22162759
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 188000,0.20509781,0.12191267,0.0391227,0.04406244,5061.0,0.04961592,0.12347962,0.28671599,0.39794762
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,188000 to 250000,0.17096522,0.09984369,0.02989449,0.04122704,5118.0,0.03888141,0.1070053,0.23492514,0.3741107
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 250000,0.15826538,0.09581171,0.01056338,0.05189029,5396.0,0.04807175,0.07918735,0.23734342,0.49965467
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.5797879,0.24516532,0.10193387,0.23268871,8015.0,0.07907281,0.44971313,0.70986267,0.22434889
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 201000,0.57329742,0.33589842,0.07118122,0.16621778,2599.0,0.12929126,0.36061329,0.78598155,0.37098393
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,201000 to 291000,0.68795135,0.22881034,0.14253136,0.31660965,2631.0,0.19157772,0.372806,1.0030967,0.4580925
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 291000,0.48366248,0.17594255,0.09228007,0.21543986,2785.0,0.09642801,0.32503839,0.64228656,0.32796442
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.045146,0.01793033,0.01524078,0.0119749,15616.0,0.01361086,0.02275614,0.06753587,0.49594353
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 91000,0.02460806,0.00535821,0.00654892,0.01270093,5039.0,0.01911774,-0.00684063,0.05605675,1.2779835
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,91000 to 116000,0.03475272,0.01718541,0.00782891,0.0097384,5237.0,0.0194345,0.00278297,0.06672247,0.91992077
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 116000,0.0747191,0.03052434,0.03071161,0.01348315,5340.0,0.02644597,0.03121548,0.11822273,0.58222897
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.25958431,0.11824311,0.06566402,0.07567719,25067.0,0.02500717,0.21844752,0.3007211,0.15847179
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 127000,0.29695711,0.13589148,0.09971893,0.06134669,8183.0,0.04620649,0.22094743,0.37296678,0.25596179
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,127000 to 177000,0.29791519,0.15541341,0.04809287,0.09440891,8442.0,0.04711226,0.22041551,0.37541486,0.26014006
