Structure,VALUE_TENURE,value_range,SAC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15415876,0.07233812,0.00812788,0.07369277,3691.0,0.03908401,0.08986556,0.21845197,0.41705838
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 318000,0.17391304,0.12952899,0.0,0.04438406,1104.0,0.08165135,0.03959658,0.30822951,0.77231966
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,318000 to 600000,0.14081996,0.04991087,0.00713012,0.08377897,1122.0,0.05674966,0.04746677,0.23417316,0.66292587
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 600000,0.14948805,0.04641638,0.01501706,0.08805461,1465.0,0.07391549,0.02789708,0.27107903,0.81338258
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.34694017,0.16396347,0.09131798,0.09165872,14674.0,0.03793641,0.28453477,0.40934556,0.17987366
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 497000,0.38124866,0.16434242,0.10062218,0.11628406,4661.0,0.07836005,0.25234638,0.51015094,0.33810554
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,497000 to 890000,0.27172764,0.14210192,0.05455699,0.07506872,4729.0,0.06365723,0.1670115,0.37644377,0.38537168
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 890000,0.3839894,0.18319455,0.1160106,0.08478425,5284.0,0.06462479,0.27768163,0.49029718,0.2768508
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.62624144,0.28283264,0.18012461,0.16328419,16211.0,0.05362016,0.53803628,0.71444661,0.1408485
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 689000,0.61067037,0.30166601,0.11265371,0.19635065,5042.0,0.12053113,0.41239666,0.80894408,0.32468205
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,689000 to 1079000,0.54896201,0.27888758,0.15119467,0.11887975,5106.0,0.07817712,0.42036064,0.67756337,0.23426278
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 1079000,0.70427181,0.27049316,0.26059706,0.17318159,6063.0,0.08152063,0.57017038,0.83837324,0.19041147
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.21087059,0.0942073,0.05583654,0.06082676,14829.0,0.03545684,0.1525441,0.26919709,0.27659852
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 315000,0.29882724,0.09427154,0.09269283,0.11186288,4434.0,0.08509206,0.15885081,0.43880368,0.46841924
