Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0186301,0.10375184,0.1990954,0.40919342,0.22798777,0.25214873,0.35773278,0.27801437,0.19070579,321469.0,0.02716109,1.9739501,2.0633101,0.02213382
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 84000,1.9234865,0.08652733,0.17448792,0.3612962,0.2149515,0.26161323,0.38635458,0.26752662,0.17072916,105354.0,0.0471699,1.845892,2.001081,0.04034054
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,84000 to 127000,2.0904364,0.13680188,0.24418002,0.49715015,0.26563714,0.26719161,0.3104297,0.21771716,0.15132869,108076.0,0.05394012,2.0017049,2.1791679,0.0424464
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 127000,2.0395783,0.08748693,0.17799128,0.36791344,0.20303779,0.22787142,0.37714159,0.34855932,0.24957654,108039.0,0.05295118,1.9524736,2.126683,0.04270721
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.5721668,0.15764689,0.43059007,0.5048049,0.3167796,0.33542393,0.37639072,0.28371814,0.16681259,1029053.0,0.01613705,2.5456214,2.5987123,0.01032027
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 120000,2.5532496,0.16014028,0.46096907,0.52359876,0.31060928,0.32375105,0.3530379,0.25027606,0.17086726,329636.0,0.0358271,2.4943141,2.6121852,0.02308257
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,120000 to 188000,2.5891997,0.16774365,0.44506196,0.56041078,0.3371701,0.31594936,0.34988323,0.25170474,0.16127588,341694.0,0.03643388,2.529266,2.6491334,0.02314759
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 188000,2.5733291,0.14570492,0.38877288,0.43437241,0.30298863,0.36478225,0.42322971,0.3451134,0.16836491,357723.0,0.03288451,2.5192341,2.6274241,0.02102141
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.3743773,0.22982371,0.85437095,0.60230197,0.49376795,0.46029874,0.38285018,0.23295535,0.11800847,528157.0,0.03348732,3.3192907,3.429464,0.01632498
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 170000,3.4000564,0.23526773,0.8460596,0.7287536,0.44669347,0.39462649,0.37053143,0.23568762,0.14243643,173853.0,0.05640483,3.3072704,3.4928423,0.02728953
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,170000 to 297000,3.3627428,0.23265668,0.8320058,0.61661602,0.50835176,0.44977854,0.38235312,0.23118831,0.10979257,166851.0,0.06830068,3.2503882,3.4750974,0.0334116
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 297000,3.3609171,0.22225304,0.88198642,0.47228372,0.52444613,0.53057033,0.39471761,0.23199415,0.10266573,187453.0,0.06042463,3.2615186,3.4603157,0.02957482
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.8363824,0.10550338,0.20366266,0.43029677,0.19166041,0.15400075,0.22605184,0.2472577,0.27794891,53240.0,0.07215253,1.7176915,1.9550733,0.064633
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 104000,1.9239656,0.16225599,0.330317,0.4702635,0.23220079,0.15844289,0.25433954,0.17045131,0.14569461,17571.0,0.14382667,1.6873707,2.1605605,0.12297251
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,104000 to 155000,1.8597765,0.09887118,0.19649441,0.54654263,0.18271031,0.16223268,0.21362528,0.20846333,0.25083669,17629.0,0.1486566,1.6152364,2.1043166,0.13148897
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 155000,1.7282151,0.05670732,0.08730599,0.27777162,0.16092018,0.14162971,0.21064302,0.35997783,0.43325942,18040.0,0.0989716,1.5654068,1.8910234,0.09420603
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.5356072,0.13895723,0.49566917,0.6070574,0.32061609,0.23817869,0.27848741,0.2600519,0.19658926,29671.0,0.13329126,2.316343,2.7548713,0.08647401
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 124000,2.8758736,0.23959529,0.80849066,0.69677689,0.42119537,0.22186294,0.23500574,0.12809012,0.12485658,9587.0,0.25589773,2.4549218,3.2968253,0.14637353
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,124000 to 189000,2.5038214,0.10478681,0.49688254,0.63576026,0.34261866,0.28107401,0.27433628,0.23431215,0.13405068,9944.0,0.24548084,2.1000054,2.9076374,0.16127987
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 189000,2.245069,0.07731755,0.19871795,0.49408284,0.20394477,0.21153846,0.32366864,0.41005917,0.32573964,10140.0,0.20914601,1.9010239,2.5891142,0.15324481
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.3927323,0.07748702,0.05907405,0.52079669,0.14355334,0.17597203,0.23460112,0.11121941,0.0700286,47195.0,0.06130487,1.2918858,1.4935788,0.07240911
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 64000,1.2533877,0.0565715,0.03453493,0.29259308,0.12228654,0.18129194,0.28660703,0.18589659,0.0936061,15202.0,0.07945238,1.1226886,1.3840869,0.10427672
