Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.11361306,0.04708553,0.03350176,0.03302578,27312.0,0.01611295,0.08710726,0.14011887,0.23329891
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,175000,0.13401237,0.06205893,0.03914151,0.03281193,13745.0,0.02569846,0.09173841,0.17628633,0.31544822
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,175000,0.09294612,0.03191568,0.02778802,0.03324243,13567.0,0.02037399,0.0594309,0.12646134,0.36058764
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.4173607,0.17035795,0.11089819,0.13610456,162816.0,0.01473158,0.39312725,0.44159415,0.05806357
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,215000,0.44601492,0.17996646,0.11884738,0.14720109,82282.0,0.02358664,0.40721491,0.48481494,0.08699264
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,215000,0.38808454,0.16054089,0.10277647,0.12476718,80534.0,0.01691368,0.36026153,0.41590755,0.07169317
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.82279146,0.33869823,0.20994673,0.2741465,167633.0,0.01961785,0.7905201,0.85506281,0.0392218
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,310000,0.84435279,0.35463466,0.21488235,0.27483578,86317.0,0.02893726,0.79675101,0.89195458,0.05637666
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,310000,0.79990408,0.32178169,0.20470756,0.27341483,81316.0,0.02830903,0.75333572,0.84647243,0.05821742
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,0.07156601,0.04175809,0.01103872,0.0187692,29623.0,0.01174295,0.05224886,0.09088317,0.26992076
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,204000,0.09210956,0.04772178,0.01287834,0.03150945,15297.0,0.01994346,0.05930257,0.12491656,0.35617363
"Single-Family Attached  (Own/Rent), 2 BR",    Above Median,204000,0.04963004,0.0353902,0.00907441,0.00516543,14326.0,0.01338049,0.02761913,0.07164095,0.44349972
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,0.24926503,0.1064615,0.06042409,0.08237943,15987.0,0.04061074,0.18246037,0.31606969,0.26800656
"Single-Family Attached  (Own/Rent), 3 BR",    Below Median,225000,0.36367947,0.16263632,0.09020863,0.11083452,8436.0,0.07268449,0.24411349,0.48324545,0.32876748
"Single-Family Attached  (Own/Rent), 3 BR",    Above Median,225000,0.12144087,0.04370282,0.02714872,0.05058933,7551.0,0.02917239,0.07345229,0.16942945,0.39516005
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,0.0620858,0.00523195,0.00209278,0.05476107,2867.0,0.0318056,0.00976559,0.11440602,0.84270824
"2-4 Units  (Own/Rent), 0-1 BR",    Below Median,96000,0.11237374,0.0094697,0.00378788,0.09911616,1584.0,0.05886869,0.01553475,0.20921273,0.86175819
"2-4 Units  (Own/Rent), 0-1 BR",    Above Median,96000,0.0,0.0,0.0,0.0,1283.0,.,.,.,.
"2-4 Units  (Own/Rent), 2 BR",All Values,,0.20681161,0.11202742,0.05087287,0.04391132,9337.0,0.05263015,0.12023501,0.29338821,0.41862543
"2-4 Units  (Own/Rent), 2 BR",    Below Median,109000,0.31233089,0.17800541,0.06358717,0.07073831,5174.0,0.09283025,0.15962512,0.46503665,0.48892303
"2-4 Units  (Own/Rent), 2 BR",    Above Median,109000,0.07566659,0.03002642,0.03507086,0.0105693,4163.0,0.03234011,0.02246711,0.12886607,0.70307758
"2-4 Units (Own/Rent), 3 BR",All Values,,0.51466993,0.25091687,0.0690709,0.19468215,3272.0,0.12381949,0.31098687,0.71835298,0.39575473
"2-4 Units (Own/Rent), 3 BR",    Below Median,134000,0.81109185,0.40034662,0.13056037,0.28018486,1731.0,0.22087514,0.44775224,1.1744315,0.44796358
"2-4 Units (Own/Rent), 3 BR",    Above Median,134000,0.18170019,0.08306295,0.0,0.09863725,1541.0,0.10062421,0.01617337,0.34722702,0.91098869
"5-49 Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,498.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",    Below Median,230000,0.0,0.0,0.0,0.0,333.0,.,.,.,.
"5-49 Units (Own), 0-1 BR",    Above Median,230000,0.0,0.0,0.0,0.0,165.0,.,.,.,.
"5-49 Units (Own), 2 BR",All Values,,0.09425878,0.01799486,0.02784919,0.04841474,7002.0,0.04209072,0.02501954,0.16349802,0.7345654
"5-49 Units (Own), 2 BR",    Below Median,300000,0.09029515,0.0170085,0.0,0.07328664,3998.0,0.05680336,-0.00314637,0.18373667,1.0348454
"5-49 Units (Own), 2 BR",    Above Median,300000,0.09953395,0.01930759,0.06491345,0.01531292,3004.0,0.06242969,-0.00316289,0.2022308,1.031777
"5-49 Units (Own), 3 BR",All Values,,0.0358209,0.0,0.0,0.0358209,1005.0,0.03705695,-0.02513779,0.09677958,1.7017634
"5-49 Units (Own), 3 BR",    Below Median,300000,0.05357143,0.0,0.0,0.05357143,672.0,0.05593502,-0.03844168,0.14558453,1.717578
"5-49 Units (Own), 3 BR",    Above Median,300000,0.0,0.0,0.0,0.0,333.0,.,.,.,.
"5-49 Units (Rent), 0-1 BR",All Values,,0.035712,0.01795183,0.00824123,0.00951894,15653.0,0.01570043,0.00988479,0.06153921,0.7232081
"5-49 Units (Rent), 0-1 BR",    Below Median,119000,0.0625,0.02822978,0.01590237,0.01836785,8112.0,0.03001754,0.01312115,0.11187885,0.79006159
"5-49 Units (Rent), 0-1 BR",    Above Median,119000,0.00689564,0.00689564,0.0,0.0,7541.0,0.00532728,-0.00186774,0.01565901,1.2708581
"5-49 Units (Rent), 2 BR",All Values,,0.17711546,0.10408504,0.02426011,0.04877032,23990.0,0.0248946,0.13616384,0.21806709,0.23121428
"5-49 Units (Rent), 2 BR",    Below Median,145000,0.18190709,0.11100244,0.01605542,0.05484923,12270.0,0.03351845,0.12676925,0.23704493,0.30310992
"5-49 Units (Rent), 2 BR",    Above Median,145000,0.17209898,0.096843,0.03284983,0.04240614,11720.0,0.0336349,0.11676956,0.22742839,0.32149763
"5-49 Units (Rent), 3 BR",All Values,,0.60523955,0.29337879,0.1162749,0.19558586,5573.0,0.10183623,0.43771896,0.77276014,0.27678395
"5-49 Units (Rent), 3 BR",    Below Median,154000,0.72535211,0.38464118,0.15291751,0.18779343,2982.0,0.1491372,0.48002142,0.9706828,0.33822289
"5-49 Units (Rent), 3 BR",    Above Median,154000,0.46700116,0.18834427,0.07410266,0.20455423,2591.0,0.15805895,0.20699418,0.72700814,0.55675875
"50+ Units (Own), 0-1 BR",All Values,,0.0,0.0,0.0,0.0,488.0,.,.,.,.
"50+ Units (Own), 0-1 BR",    Below Median,300000,0.0,0.0,0.0,0.0,333.0,.,.,.,.
"50+ Units (Own), 0-1 BR",    Above Median,300000,0.0,0.0,0.0,0.0,155.0,.,.,.,.
"50+ Units (Own), 2 BR",All Values,,0.0,0.0,0.0,0.0,855.0,.,.,.,.
"50+ Units (Own), 2 BR",    Below Median,440000,0.0,0.0,0.0,0.0,674.0,.,.,.,.
"50+ Units (Own), 2 BR",    Above Median,440000,0.0,0.0,0.0,0.0,181.0,.,.,.,.
"50+ Units (Own), 3 BR",All Values,,0.0,0.0,0.0,0.0,60.0,.,.,.,.
"50+ Units (Own), 3 BR",    Below Median,575000,0.0,0.0,0.0,0.0,60.0,.,.,.,.
"50+ Units (Rent), 0-1 BR",All Values,,0.00137618,0.00137618,0.0,0.0,14533.0,0.00141276,-0.00094781,0.00370017,1.6887257
"50+ Units (Rent), 0-1 BR",    Below Median,146000,0.00271003,0.00271003,0.0,0.0,7380.0,0.00278766,-0.00187568,0.00729573,1.6921253
"50+ Units (Rent), 0-1 BR",    Above Median,146000,0.0,0.0,0.0,0.0,7153.0,.,.,.,.
"50+ Units (Rent), 2 BR",All Values,,0.01159913,0.0075781,0.00201052,0.00201052,6466.0,0.0090214,-0.00324106,0.02643933,1.2794227
"50+ Units (Rent), 2 BR",    Below Median,176000,0.01493447,0.01493447,0.0,0.0,3281.0,0.01546947,-0.01051281,0.04038175,1.7039289
"50+ Units (Rent), 2 BR",    Above Median,176000,0.00816327,0.0,0.00408163,0.00408163,3185.0,0.00952691,-0.00750851,0.02383504,1.9197922
"50+ Units (Rent), 3 BR",All Values,,0.43803419,0.23717949,0.10042735,0.10042735,468.0,0.29950501,-0.05465156,0.93071994,1.1247655
"50+ Units (Rent), 3 BR",    Below Median,162000,0.52463768,0.25217391,0.13623188,0.13623188,345.0,0.39554129,-0.12602774,1.1753031,1.2402186
"50+ Units (Rent), 3 BR",    Above Median,162000,0.19512195,0.19512195,0.0,0.0,123.0,0.23996475,-0.19962007,0.58986397,2.0230528
All Housing Types (Own) 0-1 BR,All Values,,0.11803519,0.02419355,0.0188783,0.07496334,5456.0,0.05039989,0.03512738,0.200943,0.70239912
All Housing Types (Own) 0-1 BR,    Below Median,165000,0.04698457,0.01262272,0.00420757,0.03015428,2852.0,0.02787803,0.00112522,0.09284393,0.97605138
All Housing Types (Own) 0-1 BR,    Above Median,165000,0.19585253,0.03686636,0.03494624,0.12403994,2604.0,0.10084785,0.02995782,0.36174724,0.84703887
All Housing Types (Own) 2 BR,All Values,,0.07593257,0.03342462,0.0192553,0.02325265,58789.0,0.01017018,0.05920263,0.09266252,0.22032634
All Housing Types (Own) 2 BR,    Below Median,200000,0.08974863,0.04052108,0.02235533,0.02687222,30552.0,0.01654245,0.06253629,0.11696096,0.3032061
All Housing Types (Own) 2 BR,    Above Median,200000,0.06098382,0.02574636,0.01590112,0.01933633,28237.0,0.01125376,0.04247139,0.07949624,0.30356297
All Housing Types (Own) 3 BR,All Values,,0.36681246,0.14813523,0.09802589,0.12065134,169190.0,0.01214234,0.34683831,0.38678661,0.0544533
All Housing Types (Own) 3 BR,    Below Median,226000,0.38193938,0.15308797,0.10360073,0.12525068,87760.0,0.019447,0.34994907,0.41392969,0.08375756
All Housing Types (Own) 3 BR,    Above Median,226000,0.35050964,0.14279749,0.09201768,0.11569446,81430.0,0.01580631,0.32450826,0.37651102,0.07418163
All Housing Types (Own) 4-5 BR,All Values,,0.80976087,0.33181978,0.20457226,0.27336883,164514.0,0.01977299,0.7772343,0.84228744,0.04016812
All Housing Types (Own) 4-5 BR,    Below Median,325000,0.83066692,0.34887821,0.20798031,0.2738084,84508.0,0.02873523,0.78339746,0.87793638,0.05690543
All Housing Types (Own) 4-5 BR,    Above Median,325000,0.78767842,0.31380146,0.20097243,0.27290453,80006.0,0.02795436,0.7416935,0.83366335,0.05838032
All Housing Types (Rent) 0-1 BR,All Values,,0.02965495,0.01446227,0.00575569,0.00943699,34227.0,0.00889323,0.01502559,0.04428431,0.49331927
All Housing Types (Rent) 0-1 BR,    Below Median,129000,0.04231344,0.01586754,0.00787628,0.01856962,17394.0,0.01481638,0.01794049,0.06668639,0.57600959
All Housing Types (Rent) 0-1 BR,    Above Median,129000,0.01657459,0.01301016,0.00356443,0.0,16833.0,0.00969529,0.00062583,0.03252334,0.96224146
All Housing Types (Rent) 2 BR,All Values,,0.16756922,0.0933706,0.03002446,0.04417416,45796.0,0.01788085,0.13815523,0.19698321,0.17553337
All Housing Types (Rent) 2 BR,    Below Median,143000,0.19804285,0.11854981,0.02302022,0.05647282,23197.0,0.02730158,0.15313175,0.24295395,0.22677464
All Housing Types (Rent) 2 BR,    Above Median,143000,0.13628922,0.06752511,0.03721404,0.03155007,22599.0,0.01931801,0.10451109,0.16806734,0.23316685
All Housing Types (Rent) 3 BR,All Values,,0.75909159,0.34730629,0.16797559,0.24380971,19991.0,0.06900894,0.64557188,0.8726113,0.14954679
All Housing Types (Rent) 3 BR,    Below Median,172000,0.86673133,0.42725509,0.19485936,0.24461688,10310.0,0.11675234,0.67467373,1.0587889,0.22158838
All Housing Types (Rent) 3 BR,    Above Median,172000,0.64445822,0.262163,0.13934511,0.24295011,9681.0,0.09291389,0.49161487,0.79730157,0.23716564
All Housing Types (Rent) 4-5 BR,All Values,,0.66805166,0.27276811,0.21729366,0.17798989,8905.0,0.11469039,0.47938597,0.85671734,0.28241183
All Housing Types (Rent) 4-5 BR,    Below Median,209000,0.68481375,0.2433326,0.19880979,0.24267137,4537.0,0.17461011,0.39758012,0.97204739,0.41943322
All Housing Types (Rent) 4-5 BR,    Above Median,209000,0.65064103,0.30334249,0.23649267,0.11080586,4368.0,0.16625654,0.37714901,0.92413304,0.42034241
