Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0223654,0.07512148,0.17756866,0.29927222,0.19714166,0.25934346,0.35791649,0.34435918,0.31164222,227405.0,0.03485249,1.965033,2.0796977,0.02834915
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 193000,1.9882027,0.0847675,0.18812175,0.32781265,0.21235068,0.26797597,0.34951745,0.28904637,0.26861038,74085.0,0.06346789,1.8837981,2.0926074,0.05251209
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,193000 to 307000,2.0102274,0.07698305,0.17897964,0.30219744,0.20569775,0.24486317,0.34970071,0.32760739,0.32419826,75679.0,0.05836447,1.9142178,2.106237,0.04776055
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 307000,2.0667946,0.06410273,0.16612357,0.26918767,0.17428936,0.2652207,0.37393903,0.41346711,0.34046445,77641.0,0.06088958,1.9666312,2.166958,0.04846314
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.7565422,0.14434554,0.42490161,0.50165114,0.34186414,0.40035675,0.43324375,0.31004975,0.20012956,757959.0,0.02313517,2.7184849,2.7945996,0.01380619
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 260000,2.7542112,0.15108633,0.45091204,0.57412887,0.34985449,0.3670464,0.39551998,0.27771542,0.18794771,244999.0,0.04516646,2.6799124,2.8285101,0.02697644
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,260000 to 398000,2.7619594,0.14465583,0.40090607,0.51076902,0.35384176,0.40667616,0.44028392,0.30292791,0.20189871,237951.0,0.04559314,2.6869587,2.8369601,0.02715489
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 398000,2.7539317,0.13807184,0.42249163,0.42919323,0.32438211,0.42456429,0.46075947,0.3450178,0.20945133,275009.0,0.03929615,2.6892895,2.8185739,0.02347268
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.3685814,0.1862735,0.6833561,0.60439263,0.41219009,0.53140596,0.50139157,0.29018462,0.15938693,774662.0,0.02537216,3.3268442,3.4103186,0.01239014
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 371000,3.431525,0.19768705,0.6528606,0.75116492,0.40620649,0.48255229,0.4718366,0.29059932,0.1786177,248514.0,0.04921631,3.3505642,3.5124858,0.02359325
