Structure,VALUE_TENURE,value_range,PSC,(K-5),(6-8),(9-12),Number of Households,Standard Errors,Low,High,Error Margin as %
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,0.15717333,0.0723291,0.03529826,0.04954596,227405.0,0.00658854,0.14633518,0.16801147,0.06895665
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 193000,0.17281501,0.07908483,0.04551529,0.04821489,74085.0,0.01323846,0.15103775,0.19459227,0.12601489
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,193000 to 307000,0.16133934,0.07542383,0.0311447,0.05477081,75679.0,0.01222354,0.14123162,0.18144706,0.12462997
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 307000,0.1381873,0.06286627,0.02959776,0.04572326,77641.0,0.00861788,0.12401088,0.15236372,0.10258844
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,0.36578496,0.15658235,0.08744932,0.12175329,757959.0,0.00553221,0.35668448,0.37488544,0.02487932
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 260000,0.39334854,0.17133131,0.09500855,0.12700868,244999.0,0.01052864,0.37602893,0.41066816,0.04403121
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,260000 to 398000,0.3482944,0.15102269,0.07878933,0.11848238,237951.0,0.00954248,0.33259702,0.36399177,0.04506927
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 398000,0.35636288,0.14825333,0.08820802,0.11990153,275009.0,0.0080262,0.34315978,0.36956599,0.0370496
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,0.56791865,0.22627159,0.14042899,0.20121808,774662.0,0.00603267,0.55799491,0.5778424,0.01747388
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 371000,0.54745004,0.22086482,0.13730011,0.18928511,248514.0,0.01273621,0.52649899,0.5684011,0.03827026
