Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+,Number of Households,Standard Errors,Low,High,Error Margin as %
All Housing Types (Own) 0-1 BR,Third Tercile ,Above 254000,2.0287751,0.04276663,0.17925026,0.37724393,0.29355861,0.31520591,0.29804646,0.30095037,0.2217529,3788.0,0.2217366,1.6640184,2.3935318,0.1797916
All Housing Types (Own) 2 BR,All Values,,1.8554663,0.03849081,0.09611343,0.23618227,0.15879165,0.21810704,0.33443156,0.44256484,0.3307847,88021.0,0.04369085,1.7835949,1.9273377,0.03873497
All Housing Types (Own) 2 BR,First Tercile,Below 209000,1.7983104,0.04316342,0.10428795,0.25720574,0.17190828,0.25415306,0.32390317,0.35865398,0.28503479,28172.0,0.07475496,1.6753385,1.9212823,0.06838191
All Housing Types (Own) 2 BR,Second Tercile,209000 to 318000,1.8748937,0.04328422,0.12117455,0.25435676,0.17671437,0.22718901,0.3625673,0.39193114,0.2976764,28232.0,0.08771572,1.7306014,2.0191861,0.07696028
All Housing Types (Own) 2 BR,Third Tercile ,Above 318000,1.889047,0.03004713,0.06645159,0.20122086,0.13110036,0.17787899,0.31868931,0.56254547,0.40111333,31617.0,0.07970224,1.7579369,2.0201572,0.06940546
All Housing Types (Own) 3 BR,All Values,,2.5430159,0.12420361,0.3412684,0.46713746,0.31434092,0.35084725,0.39581759,0.34421969,0.20518099,292415.0,0.03641073,2.4831203,2.6029116,0.023553
All Housing Types (Own) 3 BR,First Tercile,Below 265000,2.6298845,0.11424434,0.38299563,0.52234695,0.30854573,0.36541204,0.41311093,0.31505656,0.20817229,91847.0,0.08503845,2.4899962,2.7697727,0.05319179
All Housing Types (Own) 3 BR,Second Tercile,265000 to 371000,2.5725049,0.14685875,0.36035911,0.51631434,0.3407028,0.35789713,0.3758528,0.29467658,0.17984338,101138.0,0.05893036,2.4755645,2.6694453,0.03768329
All Housing Types (Own) 3 BR,Third Tercile ,Above 371000,2.4327768,0.11035905,0.28330484,0.36611687,0.29287941,0.33022227,0.40015086,0.42155285,0.22819069,99430.0,0.06372731,2.3279454,2.5376083,0.04309126
All Housing Types (Own) 4-5 BR,All Values,,3.3238994,0.20023012,0.67417394,0.59348785,0.4787559,0.4875684,0.42880206,0.30854893,0.15233223,224227.0,0.04755305,3.2456747,3.4021242,0.02353404
All Housing Types (Own) 4-5 BR,First Tercile,Below 330000,3.5563471,0.23004995,0.72554858,0.75643898,0.51286404,0.49734927,0.39823563,0.28012857,0.15573212,71867.0,0.09600622,3.3984169,3.7142774,0.04440799
All Housing Types (Own) 4-5 BR,Second Tercile,330000 to 477000,3.3204571,0.20832545,0.67750344,0.6164267,0.49081553,0.46293795,0.42663227,0.29472703,0.14308868,74038.0,0.11117031,3.1375819,3.5033322,0.0550753
All Housing Types (Own) 4-5 BR,Third Tercile ,Above 477000,3.1138633,0.16521539,0.62388601,0.42228237,0.43605883,0.50187687,0.45890044,0.34769286,0.15795051,78322.0,0.08138536,2.9799844,3.2477422,0.04299447
All Housing Types (Rent) 0-1 BR,All Values,,1.451279,0.06029343,0.07659718,0.4815864,0.20389836,0.17422519,0.19962792,0.15837808,0.09667245,118255.0,0.03453403,1.3944705,1.5080875,0.03914373
All Housing Types (Rent) 0-1 BR,First Tercile,Below 91000,1.3660898,0.05855995,0.07143593,0.27335703,0.1585548,0.16089823,0.26434384,0.25288422,0.12605583,38832.0,0.05984563,1.2676438,1.4645359,0.07206412
All Housing Types (Rent) 0-1 BR,Second Tercile,91000 to 121000,1.5059973,0.08332912,0.09909408,0.49420517,0.24399008,0.20276836,0.19965585,0.12348803,0.05946657,39518.0,0.071898,1.3877251,1.6242695,0.07853414
All Housing Types (Rent) 0-1 BR,Third Tercile ,Above 121000,1.47999,0.03916802,0.05934093,0.67172034,0.20831976,0.15892745,0.13662448,0.10096479,0.10492419,39905.0,0.05879584,1.3832708,1.5767091,0.06535123
All Housing Types (Rent) 2 BR,All Values,,2.4020289,0.18231969,0.40258586,0.74153255,0.34010808,0.27236851,0.22973501,0.14903652,0.08434263,168764.0,0.04823877,2.3226761,2.4813816,0.03303573
All Housing Types (Rent) 2 BR,First Tercile,Below 114000,2.4476075,0.19325126,0.48744356,0.60876503,0.33509818,0.30829903,0.24559845,0.16708673,0.10206524,55151.0,0.10432719,2.2759893,2.6192257,0.07011673
All Housing Types (Rent) 2 BR,Second Tercile,114000 to 149000,2.4712423,0.2122397,0.42852904,0.83197472,0.3336068,0.25765854,0.21347903,0.13627398,0.05748049,57289.0,0.08647911,2.3289842,2.6135004,0.05756544
All Housing Types (Rent) 2 BR,Third Tercile ,Above 149000,2.2870002,0.14118315,0.29310773,0.77954336,0.3516263,0.25214828,0.23073645,0.14434344,0.09431148,56324.0,0.08456992,2.1478827,2.4261177,0.06082969
All Housing Types (Rent) 3 BR,All Values,,3.2676581,0.2710558,0.75648579,0.91485622,0.49804171,0.38297961,0.25097915,0.12570716,0.06755264,119492.0,0.07758138,3.1400367,3.3952795,0.03905591
All Housing Types (Rent) 3 BR,First Tercile,Below 149000,3.3170299,0.27811954,0.83008025,0.91985013,0.46700084,0.35523151,0.25700615,0.13143971,0.07830182,39501.0,0.13534288,3.0943909,3.539669,0.06712
All Housing Types (Rent) 3 BR,Second Tercile,149000 to 185000,3.3115206,0.28889,0.7579983,0.92705152,0.47744455,0.42867872,0.24332849,0.12091323,0.06721574,39946.0,0.16123656,3.0462864,3.5767547,0.08009437
All Housing Types (Rent) 3 BR,Third Tercile ,Above 185000,3.1752029,0.24629791,0.68238232,0.89776501,0.54920714,0.36476464,0.25266575,0.12483456,0.05728555,40045.0,0.15980244,2.9123279,3.4380779,0.08278999
All Housing Types (Rent) 4-5 BR,All Values,,4.1096197,0.30861623,1.0845985,1.1535371,0.60598163,0.46343476,0.27468995,0.14712973,0.07163181,46041.0,0.15656149,3.852076,4.3671633,0.06266849
All Housing Types (Rent) 4-5 BR,First Tercile,Below 178000,3.9584943,0.31567921,0.9799018,1.2086416,0.58042553,0.42592471,0.25230769,0.1293617,0.06625205,15275.0,0.28322709,3.4925857,4.4244028,0.11769843
All Housing Types (Rent) 4-5 BR,Second Tercile,178000 to 222000,4.1930749,0.28801121,1.1543132,1.2023484,0.63506571,0.43164988,0.27146574,0.14897592,0.06124491,14989.0,0.31581062,3.6735664,4.7125834,0.12389678
All Housing Types (Rent) 4-5 BR,Third Tercile ,Above 222000,4.1766496,0.32135387,1.1197313,1.0538125,0.60309311,0.52994866,0.29942321,0.16257844,0.0867085,15777.0,0.26151191,3.7464625,4.6068367,0.10299813
